# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jul 26 02:52:58 2021
#
# User preference: *
#
# CONSTRAINT:  where (sy_diststr < 100)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HD 188015 b,HD 188015,0,2,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,462.59000000,0.35000000,-0.37000000,0,1.187000,0.018000,-0.019000,0,,,,,,,,,462.12250,19.38753,-19.06970,0,1.45400,0.06100,-0.06000,0,Msini,0.170000,0.025000,-0.026000,0,,,,,,,,,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5649.50,97.01,-97.01,0,1.13,0.03,-0.03,0,1.04,0.05,-0.05,0,0.253,0.061,-0.061,0,[Fe/H],4.35,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m04.60s,298.0191857,+28d05m59.92s,28.0999769,50.6706000,0.1095000,-0.1089000,8.2400000,0.0300000,-0.0300000,6.6320000,0.0180000,-0.0180000,8.0658800,0.0003300,-0.0003300,2021-06-28,2021-05,2021-06-28
HD 188015 b,HD 188015,1,2,1,Radial Velocity,2004,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,461.20000000,1.70000000,-1.70000000,0,1.203000,0.070000,-0.070000,0,,,,,,,,,476.72000,41.32000,-41.32000,0,1.50000,0.13000,-0.13000,0,Msini,0.137000,0.026000,-0.026000,0,,,,,,,,,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,5746.00,,,0,,,,,1.09,,,0,0.289,,,0,[Fe/H],4.45,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h52m04.60s,298.0191857,+28d05m59.92s,28.0999769,50.6706000,0.1095000,-0.1089000,8.2400000,0.0300000,-0.0300000,6.6320000,0.0180000,-0.0180000,8.0658800,0.0003300,-0.0003300,2014-07-23,2006-07,2014-07-23
HD 196050 b,HD 196050,0,3,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,1378.00000000,21.00000000,-21.00000000,0,2.540000,0.150000,-0.150000,0,,,,,,,,,921.67000,82.63000,-82.63000,0,2.90000,0.26000,-0.26000,0,Msini,0.228000,0.038000,-0.038000,0,,,,,,,,,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h37m51.31s,309.4637796,-60d38m05.15s,-60.6347649,50.6742000,0.1021000,-0.1017000,7.5000000,0.0300000,-0.0300000,6.0340000,0.0270000,-0.0270000,7.3407000,0.0001770,-0.0001770,2018-04-25,2006-07,2014-08-21
HD 196050 b,HD 196050,0,3,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=JONES_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002MNRAS.337.1170J/abstract target=ref> Jones et al. 2002 </a>,1300.00000000,230.00000000,-230.00000000,0,2.400000,0.500000,-0.500000,0,,,,,,,,,889.92400,158.91500,-158.91500,0,2.80000,0.50000,-0.50000,0,Msini,0.190000,0.090000,-0.090000,0,,,,,,,,,0,<a refstr=JONES_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002MNRAS.337.1170J/abstract target=ref> Jones et al. 2002 </a>,G4 V,5590.00,,,0,,,,,1.13,0.10,-0.10,0,0.300,0.200,-0.200,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h37m51.31s,309.4637796,-60d38m05.15s,-60.6347649,50.6742000,0.1021000,-0.1017000,7.5000000,0.0300000,-0.0300000,6.0340000,0.0270000,-0.0270000,7.3407000,0.0001770,-0.0001770,2018-04-25,2002-12,2016-01-28
HD 196050 b,HD 196050,0,3,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,1321.00000000,54.00000000,-54.00000000,0,2.430000,,,0,,,,,,,,,959.84660,,,0,3.02000,,,0,Msini,0.300000,,,0,,,,,,,,,0,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,,5918.00,,,0,,,,,1.10,,,0,0.220,,,0,[Fe/H],4.34,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h37m51.31s,309.4637796,-60d38m05.15s,-60.6347649,50.6742000,0.1021000,-0.1017000,7.5000000,0.0300000,-0.0300000,6.0340000,0.0270000,-0.0270000,7.3407000,0.0001770,-0.0001770,2019-01-28,2004-02,2019-01-31
HD 196050 b,HD 196050,1,3,1,Radial Velocity,2002,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1378.00000000,21.00000000,-21.00000000,0,2.510000,0.050000,-0.050000,0,,,,,,,,,1010.69940,95.34900,-95.34900,0,3.18000,0.30000,-0.30000,0,Msini,0.230000,0.040000,-0.040000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5879.00,28.00,-28.00,0,1.42,0.03,-0.03,0,1.31,0.17,-0.17,0,0.210,,,0,[Fe/H],4.25,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h37m51.31s,309.4637796,-60d38m05.15s,-60.6347649,50.6742000,0.1021000,-0.1017000,7.5000000,0.0300000,-0.0300000,6.0340000,0.0270000,-0.0270000,7.3407000,0.0001770,-0.0001770,2018-09-04,2017-03,2018-09-06
HD 564 b,HD 564,1,1,1,Radial Velocity,2014,La Silla Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,492.30000000,2.30000000,-2.30000000,0,1.200000,0.020000,-0.020000,0,,,,,,,,,104.88000,9.54000,-9.54000,0,0.33000,0.03000,-0.03000,0,Msini,0.096000,0.067000,-0.067000,0,,,,,,,,,0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,G2/G3 V,5902.00,61.00,-61.00,0,1.01,0.05,-0.05,0,0.96,0.05,-0.05,0,-0.200,0.050,-0.050,0,[Fe/H],4.53,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h09m52.67s,2.4694459,-50d16m04.44s,-50.2678998,51.1659000,0.0941000,-0.0937000,8.3200000,0.0300000,-0.0300000,6.8930000,0.0210000,-0.0210000,8.1707700,0.0002840,-0.0002840,2015-01-08,2015-04,2015-01-08
HD 11506 b,HD 11506,0,1,2,Radial Velocity,2007,W. M. Keck Observatory,Published Confirmed,0,<a refstr=GIGUERE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799...89G/abstract target=ref>Giguere et al. 2015</a>,1627.50000000,5.90000000,-5.90000000,0,2.708000,0.007000,-0.007000,0,,,,,,,,,1338.01000,22.25000,-22.25000,0,4.21000,0.07000,-0.07000,0,Msini,0.370000,0.010000,-0.010000,0,,,,,,,,,0,<a refstr=GIGUERE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799...89G/abstract target=ref>Giguere et al. 2015</a>,G0 V,6055.00,44.00,-44.00,0,1.33,0.05,-0.05,0,1.24,0.02,-0.02,0,0.290,0.030,-0.030,0,[Fe/H],4.30,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,51.2610000,0.1351000,-0.1343000,7.5100000,0.0300000,-0.0300000,6.1680000,0.0170000,-0.0170000,7.3738200,0.0003010,-0.0003010,2018-09-25,2015-01,2014-12-03
HD 11506 b,HD 11506,0,1,2,Radial Velocity,2007,W. M. Keck Observatory,Published Confirmed,0,<a refstr=TUOMI___KOTIRANTA_2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496L..13T/abstract target=ref> Tuomi & Kotiranta 2009 </a>,1270.20000000,193.50000000,-94.90000000,0,2.430000,0.240000,-0.120000,0,,,,,,,,,1093.29000,286.03000,-149.37000,0,3.44000,0.90000,-0.47000,0,Msini,0.220000,0.250000,-0.120000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6030.00,149.97,-114.51,0,1.35,0.07,-0.06,0,1.12,0.16,-0.15,0,0.310,0.100,-0.100,0,[M/H],4.23,0.07,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,51.2610000,0.1351000,-0.1343000,7.5100000,0.0300000,-0.0300000,6.1680000,0.0170000,-0.0170000,7.3738200,0.0003010,-0.0003010,2018-09-25,2009-03,2014-05-14
HD 11506 b,HD 11506,1,1,2,Radial Velocity,2007,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,1622.10000000,2.10000000,-2.10000000,0,2.900000,0.140000,-0.140000,0,,,,,,,,,1535.11890,165.27160,-165.27160,0,4.83000,0.52000,-0.52000,0,Msini,0.374300,0.005300,-0.005300,0,,,,,,,,,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G0 V,6030.00,,,0,1.34,0.05,-0.05,0,1.24,0.18,-0.18,0,0.340,,,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,51.2610000,0.1351000,-0.1343000,7.5100000,0.0300000,-0.0300000,6.1680000,0.0170000,-0.0170000,7.3738200,0.0003010,-0.0003010,2018-09-25,2018-11,2018-09-27
HD 11506 b,HD 11506,0,1,2,Radial Velocity,2007,W. M. Keck Observatory,Published Confirmed,0,<a refstr=FISCHER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...669.1336F/abstract target=ref> Fischer et al. 2007 </a>,1405.00000000,45.00000000,-45.00000000,0,2.480000,,,0,,,,,,,,,1506.45000,,,0,4.74000,,,0,Msini,0.300000,0.100000,-0.100000,0,,,,,,,,,0,<a refstr=FISCHER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...669.1336F/abstract target=ref> Fischer et al. 2007 </a>,G0 V,6058.00,51.00,-51.00,0,1.38,0.08,-0.07,0,1.19,0.05,-0.05,0,0.310,0.030,-0.030,0,[Fe/H],4.32,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,51.2610000,0.1351000,-0.1343000,7.5100000,0.0300000,-0.0300000,6.1680000,0.0170000,-0.0170000,7.3738200,0.0003010,-0.0003010,2018-09-25,2007-11,2014-12-03
HD 11506 b,HD 11506,0,1,2,Radial Velocity,2007,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,1405.00000000,45.00000000,-45.00000000,0,2.600000,0.090000,-0.090000,0,,,,,,,,,1760.77820,92.17070,-92.17070,0,5.54000,0.29000,-0.29000,0,Msini,0.300000,0.100000,-0.100000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,6183.00,17.00,-17.00,0,1.24,0.02,-0.02,0,1.51,0.06,-0.06,0,0.340,,,0,[Fe/H],4.43,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,51.2610000,0.1351000,-0.1343000,7.5100000,0.0300000,-0.0300000,6.1680000,0.0170000,-0.0170000,7.3738200,0.0003010,-0.0003010,2018-09-25,2017-03,2018-09-06
HD 11506 c,HD 11506,0,1,2,Radial Velocity,2008,W. M. Keck Observatory,Published Confirmed,0,<a refstr=GIGUERE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799...89G/abstract target=ref>Giguere et al. 2015</a>,223.60000000,0.60000000,-0.60000000,0,0.721000,0.001000,-0.001000,0,,,,,,,,,114.41000,6.36000,-6.36000,0,0.36000,0.02000,-0.02000,0,Msini,0.240000,0.050000,-0.050000,0,,,,,,,,,0,<a refstr=GIGUERE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...799...89G/abstract target=ref>Giguere et al. 2015</a>,G0 V,6055.00,44.00,-44.00,0,1.33,0.05,-0.05,0,1.24,0.02,-0.02,0,0.290,0.030,-0.030,0,[Fe/H],4.30,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,51.2610000,0.1351000,-0.1343000,7.5100000,0.0300000,-0.0300000,6.1680000,0.0170000,-0.0170000,7.3738200,0.0003010,-0.0003010,2018-09-25,2015-01,2014-12-03
HD 11506 c,HD 11506,0,1,2,Radial Velocity,2008,W. M. Keck Observatory,Published Confirmed,0,<a refstr=TUOMI___KOTIRANTA_2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496L..13T/abstract target=ref> Tuomi & Kotiranta 2009 </a>,170.45500000,3.28500000,-6.20500000,0,0.639000,0.007000,-0.017000,0,,,,,,,,,260.61000,98.52000,-158.91000,0,0.82000,0.31000,-0.50000,0,Msini,0.420000,0.200000,-0.420000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6030.00,149.97,-114.51,0,1.35,0.07,-0.06,0,1.12,0.16,-0.15,0,0.310,0.100,-0.100,0,[M/H],4.23,0.07,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,51.2610000,0.1351000,-0.1343000,7.5100000,0.0300000,-0.0300000,6.1680000,0.0170000,-0.0170000,7.3738200,0.0003010,-0.0003010,2018-09-25,2009-03,2014-05-14
HD 11506 c,HD 11506,1,1,2,Radial Velocity,2008,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,223.41000000,0.32000000,-0.32000000,0,0.774000,0.038000,-0.038000,0,,,,,,,,,129.67464,18.11631,-18.11631,0,0.40800,0.05700,-0.05700,0,Msini,0.193000,0.038000,-0.038000,0,,,,,,,,,0,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G0 V,6030.00,,,0,1.34,0.05,-0.05,0,1.24,0.18,-0.18,0,0.340,,,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960,51.2610000,0.1351000,-0.1343000,7.5100000,0.0300000,-0.0300000,6.1680000,0.0170000,-0.0170000,7.3738200,0.0003010,-0.0003010,2018-09-25,2018-11,2018-09-27
HD 133131 B b,HD 133131 B,1,2,3,Radial Velocity,2016,Las Campanas Observatory,Published Confirmed,0,<a refstr=TESKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..167T/abstract target=ref>Teske et al. 2016</a>,5769.00000000,831.00000000,-831.00000000,0,6.150000,0.590000,-0.590000,0,,,,,,,,,794.57500,15.89150,-15.89150,0,2.50000,0.05000,-0.05000,0,Msini,0.610000,0.040000,-0.040000,0,,,,,,,,,0,<a refstr=TESKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..167T/abstract target=ref>Teske et al. 2016</a>,G2 V,5805.00,15.00,-15.00,0,,,,,0.93,,,0,-0.281,0.013,-0.013,0,[Fe/H],4.41,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h03m35.99s,225.8999745,-27d50m29.74s,-27.8415947,51.2993000,0.1684000,-0.1673000,8.4130000,0.0020000,-0.0020000,6.8960000,0.0260000,-0.0260000,8.2567400,0.0005130,-0.0005130,2016-09-06,2016-12,2016-09-08
HD 6718 b,HD 6718,1,1,1,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2496.00000000,180.00000000,-180.00000000,0,3.550000,0.180000,-0.180000,0,,,,,,,,,533.95440,76.27920,-76.27920,0,1.68000,0.24000,-0.24000,0,Msini,0.100000,0.080000,-0.080000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5801.00,41.00,-41.00,0,0.95,0.02,-0.02,0,1.08,0.21,-0.21,0,-0.030,,,0,[Fe/H],4.51,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h07m48.86s,16.9536005,-08d14m01.02s,-8.2336165,51.3444000,0.1393000,-0.1385000,8.4500000,0.0300000,-0.0300000,6.8760000,0.0200000,-0.0200000,8.2814700,0.0002470,-0.0002470,2018-09-04,2017-03,2018-09-06
