# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Jul 25 23:03:47 2021
#
# User preference: *
#
# CONSTRAINT:  where (sy_snum = 2)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-167 e,Kepler-167,0,2,4,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,1071.23262400,0.00064350,-0.00064350,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4826.67,93.28,-93.28,0,0.76,,,0,0.78,,,0,0.081,0.013,-0.013,0,[M/H],4.57,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2018-09-25,2018-08-16,2018-09-25
Kepler-167 e,Kepler-167,0,2,4,Transit,2016,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,341.00000000,15.00000000,-15.00000000,0,0.854000,,,0,9.400,0.290,-0.290,0,,,,,,,,,,,,,,0.000000,,,0,,,,0,196,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,4909.00,73.00,-73.00,0,0.70,0.02,-0.02,0,0.71,0.02,-0.02,0,,,,0,,4.60,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2013-10-28,2014-01-08,2013-10-28
Kepler-167 e,Kepler-167,0,2,4,Transit,2016,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,1071.23262400,0.00064350,-0.00064350,0,1.860000,,,0,9.270,0.730,-0.280,0,,,,,,,,,,,,,,0.000000,,,0,0.07,0.01,-0.01,0,129,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,4799.00,95.00,-95.00,0,0.69,0.05,-0.02,0,0.78,0.03,-0.05,0,-0.020,0.150,-0.150,0,[Fe/H],4.63,0.01,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-167 e,Kepler-167,0,2,4,Transit,2016,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,1071.23193460,0.00067060,-0.00067060,0,1.881000,,,0,11.110,16.730,-1.010,0,,,,,,,,,,,,,,0.000000,,,0,0.10,0.62,-0.02,0,144,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,4978.00,151.00,-130.00,0,0.81,1.22,-0.07,0,0.77,0.13,-0.06,0,0.070,0.270,-0.270,0,[Fe/H],4.51,0.07,-0.78,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2014-11-18,2014-12-04,2014-11-18
Kepler-167 e,Kepler-167,0,2,4,Transit,2016,Kepler,Published Confirmed,0,<a refstr=DALBA__AMP__TAMBURO_2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...873L..17D/abstract target=ref>Dalba &amp; Tamburo 2019</a>,1071.23308000,0.00059000,-0.00060000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4826.67,93.28,-93.28,0,0.76,,,0,0.78,,,0,0.081,0.013,-0.013,0,[M/H],4.57,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,341.9080000,1.9730000,-1.9730000,14.2840000,0.1260000,-0.1260000,11.8320000,0.0220000,-0.0220000,14.0004000,0.0002880,-0.0002880,2019-06-24,2019-03,2019-06-27
Kepler-197 b,Kepler-197,0,2,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,5.59931543,0.00001424,-0.00001424,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5963.52,176.93,-171.35,0,1.21,0.07,-0.09,0,1.09,0.15,-0.16,0,-0.441,0.014,-0.014,0,[M/H],4.31,0.12,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000,11.7800000,0.0001750,-0.0001750,2018-09-25,2018-08-16,2018-09-25
Kepler-197 b,Kepler-197,0,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.59931973,0.00001293,-0.00001293,0,,,,,1.150,0.050,-0.040,0,0.103,0.004,-0.004,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6180.00,65.95,-57.07,0,1.17,0.04,-0.03,0,1.01,0.05,-0.05,0,-0.280,0.096,-0.096,0,[Fe/H],4.30,0.02,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000,11.7800000,0.0001750,-0.0001750,2016-05-06,2016-05,2016-05-10
Kepler-197 b,Kepler-197,0,2,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,5.59931973,0.00001293,-0.00001293,0,0.060100,,,0,1.070,0.030,-0.030,0,,,,,,,,,,,,,,0.000000,,,0,403.88,53.99,-48.65,0,1143,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6004.00,102.00,-102.00,0,1.12,0.03,-0.03,0,0.92,0.06,-0.06,0,-0.380,0.101,-0.101,0,[Fe/H],4.30,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000,11.7800000,0.0001750,-0.0001750,2015-08-25,2015-09-24,2015-08-25
Kepler-197 b,Kepler-197,0,2,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,5.59931543,0.00001424,-0.00001424,0,0.059600,,,0,1.220,0.040,-0.040,0,,,,,,,,,,,,,,0.000000,,,0,402.39,54.66,-54.69,0,1142,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6003.00,96.00,-108.00,0,1.11,0.04,-0.04,0,0.90,0.04,-0.05,0,-0.380,0.100,-0.100,0,[Fe/H],4.30,0.02,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000,11.7800000,0.0001750,-0.0001750,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-197 b,Kepler-197,1,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.59930800,0.00002300,-0.00002300,0,0.060000,,,0,1.020,0.040,-0.040,0,0.091,0.004,-0.004,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6004.00,102.00,-102.00,0,1.12,0.03,-0.03,0,,,,,,,,,,4.30,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000,11.7800000,0.0001750,-0.0001750,2014-05-14,2014-03,2014-05-14
Kepler-197 b,Kepler-197,0,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,5.59934848,0.00000393,-0.00000393,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5963.52,176.93,-171.35,0,1.21,0.07,-0.09,0,1.09,0.15,-0.16,0,-0.441,0.014,-0.014,0,[M/H],4.31,0.12,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000,11.7800000,0.0001750,-0.0001750,2016-07-26,2016-07,2016-07-28
Kepler-197 b,Kepler-197,0,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=VAN_EYLEN___ALBRECHT_2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..126V/abstract target=ref>Van Eylen & Albrecht 2015</a>,5.59929300,0.00003900,-0.00003900,0,,,,,1.064,0.038,-0.038,0,0.095,0.003,-0.003,0,,,,,,,,,,0.020000,0.230000,-0.020000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5963.52,176.93,-171.35,0,1.21,0.07,-0.09,0,1.09,0.15,-0.16,0,-0.441,0.014,-0.014,0,[M/H],4.31,0.12,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000,11.7800000,0.0001750,-0.0001750,2015-05-21,2015-08,2015-05-21
Kepler-197 b,Kepler-197,0,2,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,,,,,1.289,0.055,-0.207,0,0.115,0.005,-0.018,0,,,,,,,,,,,,,,431.26,10.35,-10.14,0,,,,,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,5945.00,119.00,-119.00,0,1.17,0.05,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000,11.7800000,0.0001750,-0.0001750,2018-09-04,2018-10,2018-09-06
Kepler-197 b,Kepler-197,0,2,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,5.59935000,0.00003300,-0.00003300,0,0.059000,,,0,1.180,0.160,-0.160,0,,,,,,,,,,,,,,0.000000,,,0,,,,0,1157,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5877.00,50.00,-50.00,0,1.18,0.15,-0.15,0,0.86,0.04,-0.04,0,,,,0,,4.23,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000,11.7800000,0.0001750,-0.0001750,2013-10-28,2014-01-08,2013-10-28
Kepler-197 b,Kepler-197,0,2,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,5.59931973,0.00001293,-0.00001293,0,0.060100,,,0,1.070,0.030,-0.030,0,,,,,,,,,,,,,,0.000000,,,0,403.88,53.99,-48.65,0,1143,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6004.00,102.00,-102.00,0,1.12,0.03,-0.03,0,0.92,0.06,-0.06,0,-0.380,0.101,-0.101,0,[Fe/H],4.30,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000,11.7800000,0.0001750,-0.0001750,2014-11-18,2014-12-04,2014-11-18
Kepler-197 b,Kepler-197,0,2,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,5.59931973,0.00001293,-0.00001293,0,0.060100,,,0,1.070,0.030,-0.030,0,,,,,,,,,,,,,,0.000000,,,0,403.88,53.99,-48.65,0,1143,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6004.00,102.00,-102.00,0,1.12,0.03,-0.03,0,0.92,0.06,-0.06,0,-0.380,0.101,-0.101,0,[Fe/H],4.30,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000,11.7800000,0.0001750,-0.0001750,2014-11-21,2014-12-18,2014-11-21
Kepler-197 c,Kepler-197,0,2,4,Transit,2014,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,10.34973276,0.00002951,-0.00002951,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5963.52,176.93,-171.35,0,1.21,0.07,-0.09,0,1.09,0.15,-0.16,0,-0.441,0.014,-0.014,0,[M/H],4.31,0.12,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m54.35s,295.2264739,+50d33m33.25s,50.5592348,330.5750000,2.3440000,-2.3120000,11.7750000,0.0240000,-0.0240000,10.5350000,0.0210000,-0.0210000,11.7800000,0.0001750,-0.0001750,2018-09-25,2018-08-16,2018-09-25
